pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
FJ153689.1.1243_U	FJ153689	1	1243	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.					ENV	Uncultured marine eukaryote clone GoC3_H09 small subunit ribosomal					GoC3_H09		"anoxic Gotland Deep (Baltic Sea) water sample"""																							environmental								
EF526736.1.1543_U	EF526736	1	1543	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.			1		ENV	Uncultured marine eukaryote clone NA1_2B4 18S ribosomal RNA gene,					NA1_2B4		marine environment																							environmental								
FJ848461.1.1549_U	FJ848461	1	1549	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-25 small subunit ribosomal RNA					DLN-J-25		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
GU290066.1.1798_U	GU290066	1	1798	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.					ENV	Uncultured eukaryote clone TKR07E.2 18S ribosomal RNA gene, partial					TKR07E.2		Lake Tanganyika, epilimnion			mars-07			8.73 S 31.04 E	Anne-Laure Tarbe																environmental			-8.73	31.04				
JQ034424.1.1783_U	JQ034424	1	1783	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Codosiga	Codosiga_balthica					INV	Codosiga balthica strain IOW94 18S ribosomal RNA gene, partial			IOW94				redoxcline of Gotland Deep			nov.-05		Baltic Sea																		culture								
GU823818.1.1064_U	GU823818	1	1064	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_M	Monosigidae_Group_M_X	Monosigidae_Group_M_X_sp.					ENV	Uncultured eukaryote clone BCB5F13RJ1F01 18S ribosomal RNA gene,					BCB5F13RJ1F01		"anoxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
JF706237.1.1659_U	JF706237	1	1659	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Codosiga	Codosiga_sp.					INV	Codonosiga sp. FFN-2011 clone M1/pIIp 18S ribosomal RNA gene,					M1/pIIp																									environmental								
EU011926.1.1820_U	EU011926	1	1820	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_I	Stephanoeca_Group_I	Stephanoeca_diplocostata			1		INV	Stephanoeca diplocostata from Australia 18S ribosomal RNA gene,												Australia																										
GU824253.1.1078_U	GU824253	1	1078	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM2E09 18S ribosomal RNA gene,					BCI5F13RM2E09		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
DQ995808.1.862_U	DQ995808	1	862	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_XX	Salpingoeca_XX	Salpingoeca_XX_sp.					INV	Salpingoeca sp. abyssalis 18S ribosomal RNA gene, partial sequence.							"abyssal plain, Cape Basin (5038 m. depth)"""								"PCR_primers=fwd_name: 18S-82F, rev_name: 18S-Rev-1300"""																							
HQ026774.1.1714_U	HQ026774	1	1714	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_M	Salpingoeca_M	Salpingoeca_tuba					INV	Salpingoeca tuba 18S small subunit ribosomal RNA gene, partial																																						
AF100941.1.1978_U	AF100941	1	1978	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Salpingoeca_A	Salpingoeca_infusionum			1		INV	Salpingoeca infusionum 18S ribosomal RNA gene, complete sequence.			ATCC50559																											culture								
FN690465.1.1692_U	FN690465	1	1692	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured eukaryote partial 18S rRNA gene, clone 1b-B9.					1b-B9		sea water					Finland:Gulf of Finland	59.51 N 23.15 E																	environmental			59.51	23.15				
DQ310290.1.1333_U	DQ310290	1	1333	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Diaphanoeca	Diaphanoeca_grandis			1		ENV	Uncultured marine eukaryote clone FV36_CilA8 small subunit					FV36_CilA8		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
EU446305.1.1544_U	EU446305	1	1544	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone UI11E03 small subunit ribosomal					UI11E03		"anoxic deep hypersaline L'Atalante Basin, eastern Mediterranean Sea"""								"PCR_primers=fwd_name: Euk A (21f), rev_name: U1391R"""															environmental								
AY426845.1.1789_U	AY426845	1	1789	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_E	Stephanoecidae_Group_E_X	Stephanoecidae_Group_E_X_sp.					ENV	Uncultured marine eukaryote clone BL000921.24 18S ribosomal RNA					BL000921.24		Mediterranean coast																							environmental								
DQ647529.1.875_U	DQ647529	1	875	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone PD6.09 18S ribosomal RNA gene,					PD6.09		unamended seawater incubation																							environmental								
HQ869629.1.924_U	HQ869629	1	924	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_L	Choanoflagellatea_X_Group_L_X	Choanoflagellatea_X_Group_L_X_sp.					ENV	Uncultured eukaryote clone SHBF602 18S ribosomal RNA gene, partial					SHBF602		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			24-Apr-2007		Canada: Vancouver																		environmental								
EF526984.1.1768_U	EF526984	1	1768	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.			1		ENV	Uncultured marine eukaryote clone MA1_CilE8 18S ribosomal RNA gene,					MA1_CilE8		marine environment																							environmental								
JF706242.1.1617_U	JF706242	1	1617	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Codosiga	Codosiga_sp.					INV	Codonosiga sp. FFN-2011 clone M3/Mvid 18S ribosomal RNA gene,					M3/Mvid																									environmental								
AY426848.1.1787_U	AY426848	1	1787	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured marine eukaryote clone BL000921.30 18S ribosomal RNA					BL000921.30		Mediterranean coast																							environmental								
JQ034422.1.1748_U	JQ034422	1	1748	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Codosiga	Codosiga_minima					INV	Codosiga minima strain IOW73 18S ribosomal RNA gene, partial			IOW73				redoxcline of Gotland Deep			nov.-05		Baltic Sea																		culture								
DQ104587.1.1162_U	DQ104587	1	1162	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.			1		ENV	Uncultured eukaryote clone EPK_B_C4 18S ribosomal RNA gene, partial					EPK_B_C4		Snake River Plain Aquifer					USA																		environmental								
EU446337.1.1541_U	EU446337	1	1541	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone UI13A05 small subunit ribosomal					UI13A05		"anoxic deep hypersaline L'Atalante Basin, eastern Mediterranean Sea"""								"PCR_primers=fwd_name: Euk A (21f), rev_name: U1391R"""															environmental								
GU290096.1.1858_U	GU290096	1	1858	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C1	Salpingoecidae_Group_C1_X	Salpingoecidae_Group_C1_X_sp.					ENV	Uncultured eukaryote clone TKR07M.45 18S ribosomal RNA gene,					TKR07M.45		Lake Tanganyika, metalimnion			mars-07			8.73 S 31.04 E	Anne-Laure Tarbe																environmental			-8.73	31.04				
GU824584.1.1063_U	GU824584	1	1063	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM3H07 18S ribosomal RNA gene,					BCI5F13RM3H07		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
EU011930.1.1824_U	EU011930	1	1824	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_N	Salpingoeca_N	Salpingoeca_pyxidium			1		INV	Salpingoeca sp. ATCC 50929 18S ribosomal RNA gene, partial			ATCC 50929																											culture								
HM749958.1.1441_U	HM749958	1	1441	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.					ENV	Uncultured marine eukaryote clone BLACKSEA_cl_56 18S ribosomal RNA,					BLACKSEA_cl_56		Black Sea redoxcline			2007																				environmental								
FJ971934.1.911_U	FJ971934	1	911	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.					ENV	Uncultured marine eukaryote clone Ar1337c90 18S ribosomal RNA gene,					Ar1337c90		5 m depth			15-Aug-2007		Arctic Ocean: Canada Basin	76.999 N 140.187 W																	environmental			76.999	-140.187				
HQ866504.1.875_U	HQ866504	1	875	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_L	Choanoflagellatea_X_Group_L_X	Choanoflagellatea_X_Group_L_X_sp.					ENV	Uncultured eukaryote clone SGSU438 18S ribosomal RNA gene, partial					SGSU438		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
EF526899.1.1547_U	EF526899	1	1547	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_I	Stephanoecidae_Group_I_X	Stephanoecidae_Group_I_X_sp.			1		ENV	Uncultured marine eukaryote clone SA1_2E5 18S ribosomal RNA gene,					SA1_2E5		marine environment																							environmental								
ACSY01002934.3612.5304_U	ACSY01002934	3612	5304	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XXX	Choanoflagellida_XXXX	Choanoflagellida_XXXX_sp.																																												
EF196791.1.957_U	EF196791	1	957	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_L	Choanoflagellatea_X_Group_L_X	Choanoflagellatea_X_Group_L_X_sp.			1		ENV	Uncultured eukaryotic picoplankton clone B5 18S ribosomal RNA gene,					B5		lake water					France: Alpes																		environmental								
JN054662.1.1514_U	JN054662	1	1514	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C2	Salpingoecidae_Group_C2_X	Salpingoecidae_Group_C2_X_sp.					ENV	Uncultured eukaryote clone B16 18S ribosomal RNA gene, partial					B16		"activated sludge from municipal wastewater treatment plant"""					Australia: Victoria, Bendigo																		environmental								
EU011924.1.1844_U	EU011924	1	1844	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Salpingoeca_A	Salpingoeca_A_sp.					INV	Proterospongia sp. ATCC 50818 18S ribosomal RNA gene, partial			ATCC 50818																											culture								
HQ870423.1.848_U	HQ870423	1	848	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XXX	Choanoflagellida_XXXX	Choanoflagellida_XXXX_sp.					ENV	Uncultured eukaryote clone SHZX482 18S ribosomal RNA gene, partial					SHZX482		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			14-Apr-2008		Canada: Vancouver																		environmental								
FJ410610.1.800_U	FJ410610	1	800	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C3	Salpingoecidae_Group_C3_X	Salpingoecidae_Group_C3_X_sp.					ENV	Uncultured apicomplexan clone MLBA62.116 18S ribosomal RNA gene,					MLBA62.116		freshwater lake					China																		environmental								
JF488780.1.1127_U	JF488780	1	1127	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					INV	Eukaryote SCGC AAA071-E15 18S ribosomal RNA gene, partial sequence.							Gulf of Maine								single cell isolate (1 m depth)																							
DQ104581.1.1206_U	DQ104581	1	1206	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.			1		ENV	Uncultured eukaryote clone EBF_C_D10 18S ribosomal RNA gene,					EBF_C_D10		Snake River Plain Aquifer					USA																		environmental								
EU446341.1.1537_U	EU446341	1	1537	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_I	Stephanoecidae_Group_I_X	Stephanoecidae_Group_I_X_sp.			1		ENV	Uncultured marine eukaryote clone UI13C07 small subunit ribosomal					UI13C07		"anoxic deep hypersaline L'Atalante Basin, eastern Mediterranean Sea"""								"PCR_primers=fwd_name: Euk A (21f), rev_name: U1391R"""															environmental								
HQ026769.1.976_U	HQ026769	1	976	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoeca_Group_H	Stephanoeca_paucicostata					INV	Stephanoeca paucicostata 18S small subunit ribosomal RNA gene,																																						
ACSY01002911.1215.2487_U	ACSY01002911	1215	2487	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Salpingoeca_O	Salpingoeca_O_sp.																																												
FJ848479.1.1549_U	FJ848479	1	1549	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-61 small subunit ribosomal RNA					DLN-J-61		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
EU011928.1.1772_U	EU011928	1	1772	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Savillea	Savillea_micropora			1		INV	Savillea micropora 18S ribosomal RNA gene, partial sequence.																																						
AY426933.1.1786_U	AY426933	1	1786	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.					ENV	Uncultured marine eukaryote clone BL010625.36 18S ribosomal RNA					BL010625.36		Mediterranean coast																							environmental								
FJ169746.1.964_U	FJ169746	1	964	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured opisthokont clone CS050S19 18S ribosomal RNA gene,					CS050S19		ocean water at depth 161 m					Canada	70.02 N 126.42 W																	environmental			70.02	-126.42				
EF526840.1.1399_U	EF526840	1	1399	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_I	Stephanoecidae_Group_I_X	Stephanoecidae_Group_I_X_sp.			1		ENV	Uncultured marine eukaryote clone NA1_3H8 18S ribosomal RNA gene,					NA1_3H8		marine environment																							environmental								
FJ848481.1.1550_U	FJ848481	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-63 small subunit ribosomal RNA					DLN-J-63		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
DQ310248.1.1398_U	DQ310248	1	1398	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone FV36_2A12 small subunit ribosomal					FV36_2A12		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
DQ310289.1.1333_U	DQ310289	1	1333	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone FV36_CilD7 small subunit					FV36_CilD7		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
EU446321.1.1558_U	EU446321	1	1558	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_F	Stephanoecidae_Group_F_X	Stephanoecidae_Group_F_X_sp.			1		ENV	Uncultured marine eukaryote clone UI12G07 small subunit ribosomal					UI12G07		"anoxic deep hypersaline L'Atalante Basin, eastern Mediterranean Sea"""								"PCR_primers=fwd_name: Euk A (21f), rev_name: U1391R"""															environmental								
JQ955986.1.977_U	JQ955986	1	977	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured eukaryote clone AN0678L06 18S ribosomal RNA gene,					AN0678L06		"water sample taken from 80 m depth at station 109 from ArcticNet cruise, Baffin Bay"""			17-sept.-06		Canada: Arctic region	76.25 N 74.17 W		PCR_primers=fwd_name: nsf4/18, rev_name: eukr															environmental			76.25	-74.17				
AY149897.1.1748_U	AY149897	1	1748	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Choanoeca	Choanoeca_perplexa			1		INV	Codonosiga gracilis 18S small subunit ribosomal RNA gene, complete			ATCC 50454																											culture								
GU823790.1.1063_U	GU823790	1	1063	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM3B05 18S ribosomal RNA gene,					BCI5F13RM3B05		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
HQ393992.1.827_U	HQ393992	1	827	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured eukaryote clone T0_8 18S ribosomal RNA gene, partial					T0_8		lagoon					France: Thau																		environmental								
FJ848478.1.1550_U	FJ848478	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-60 small subunit ribosomal RNA					DLN-J-60		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
FJ848504.1.1550_U	FJ848504	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-78 small subunit ribosomal RNA					DLN-J-78		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
ACSY01002728.1880.3981_U	ACSY01002728	1880	3981	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XXX	Choanoflagellida_XXXX	Choanoflagellida_XXXX_sp.																																												
DQ310313.1.1334_U	DQ310313	1	1334	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone FV36_CilE11 small subunit					FV36_CilE11		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
AJ402325.1.1758_U	AJ402325	1	1758	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.			1		ENV	eukaryote clone OLI11041 18S rRNA gene.															"75 m water sample from the Equatorial Pacific Ocean (150 degree W, 11.5 degree S), sampled November 1994"""															environmental								
JQ782326.1.858_U	JQ782326	1	858	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_L	Choanoflagellatea_X_Group_L_X	Choanoflagellatea_X_Group_L_X_sp.					ENV	Uncultured eukaryote clone HD3ct5.17 18S ribosomal RNA, partial					HD3ct5.17		"coastal surface water, southwestern Baltic Sea, salinity 14.5, temperature 10.5, unamended dark incubation exp 2, 3 micrometer filtered treatment, end of incubation"""			11-nov.-08		Germany	54.13 N 11.83 E	Felix Weber																environmental			54.13	11.83				
AF084234.1.1794_U	AF084234	1	1794	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Diaphanoeca	Diaphanoeca_grandis			1		INV	Diaphanoeca grandis 18S ribosomal RNA gene, partial sequence.																																						
JF706243.1.1567_UC	JF706243	1	1567	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Codosiga	Codosiga_botrytis					INV	Codonosiga botrytis 18S ribosomal RNA gene, partial sequence.																																						
EF527008.1.1552_U	EF527008	1	1552	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.			1		ENV	Uncultured marine eukaryote clone SIF_2B10 18S ribosomal RNA gene,					SIF_2B10		marine environment																							environmental								
DQ104589.1.1198_U	DQ104589	1	1198	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.			1		ENV	Uncultured eukaryote clone EPK_B_C11 18S ribosomal RNA gene,					EPK_B_C11		Snake River Plain Aquifer					USA																		environmental								
DQ310287.1.1333_U	DQ310287	1	1333	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone FV36_CilC11 small subunit					FV36_CilC11		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
FJ848462.1.1550_U	FJ848462	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-27 small subunit ribosomal RNA					DLN-J-27		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
HQ867451.1.868_U	HQ867451	1	868	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured eukaryote clone SHAC400 18S ribosomal RNA gene, partial					SHAC400		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			14-nov.-06		Canada: Vancouver																		environmental								
DQ104590.1.1046_U	DQ104590	1	1046	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XX_Clade-2	Choanoflagellida_XX_Clade-2_X	Choanoflagellida_XX_Clade-2_X_sp.			1		ENV	Uncultured eukaryote clone EPK_B_C12 18S ribosomal RNA gene,					EPK_B_C12		Snake River Plain Aquifer					USA																		environmental								
FJ971795.1.968_U	FJ971795	1	968	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured marine eukaryote clone Ar1337d104 18S ribosomal RNA					Ar1337d104		"Canada Basin, Arctic Ocean at 57 m depth"""			15-Aug-2007			76.999 N 140.187 W																	environmental			76.999	-140.187				
EF432538.1.1754_U	EF432538	1	1754	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					INV	Choanoflagellida sp. SL117#1 clone E10 18S ribosomal RNA gene,					E10																									environmental								
GU825022.1.1388_U	GU825022	1	1388	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.					ENV	Uncultured eukaryote clone AI3F14RJ2D11 18S ribosomal RNA gene,					AI3F14RJ2D11		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
